Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-brqh,checkpoint-xp91,checkpoint-i6ra,checkpoint-zs2s,checkpoint-a47v,checkpoint-1q1l,checkpoint-ulk4,checkpoint-84fo,checkpoint-satt,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,fname,PCimageLeft,PCimageRight,LDimageLeft,LDimageRight,ShowProgressBar,LDbuttonLeft,LDbuttonRight,CorrectAnswer,PCbuttonLeft,PCbuttonRight,
278,1568313166001,12/09/2019 18:32:46,1568313165865,-4,12/09/2019 14:32:45,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,24,91,2,LD screen,Zone3,response_keyboard_single,387.7499997615814,yes,1,1,0,0,,,,,1,LD-S,FW022_hurdle.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
279,1568313166985,12/09/2019 18:32:46,1568313166854,-4,12/09/2019 14:32:46,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,24,91,3,Screen 1,fixation,fixation,999.960000000021,,,0,1,0,,,,,1,LD-S,FW022_hurdle.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
280,1568313167720,12/09/2019 18:32:47,1568313167592,-4,12/09/2019 14:32:47,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,82,92,1,Fixation,Zone1,content_audio,729.5750002376735,,,0,1,0,,,,,1,LD-S,NW020_comering.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
281,1568313168688,12/09/2019 18:32:48,1568313168561,-4,12/09/2019 14:32:48,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,82,92,2,LD screen,Zone1,response_keyboard_single,963.8649998232722,no,1,1,0,0,,,,,1,LD-S,NW020_comering.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
282,1568313169689,12/09/2019 18:32:49,1568313169554,-4,12/09/2019 14:32:49,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,82,92,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,NW020_comering.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
283,1568313170501,12/09/2019 18:32:50,1568313170372,-4,12/09/2019 14:32:50,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,194,93,1,Fixation,Zone1,content_audio,809.0999997220933,,,0,1,0,,,,,1,LD-S,SS011_AMB_literacy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
284,1568313171283,12/09/2019 18:32:51,1568313171145,-4,12/09/2019 14:32:51,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,194,93,2,LD screen,Zone3,response_keyboard_single,768.6549997888505,yes,1,1,0,0,,,,,1,LD-S,SS011_AMB_literacy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
285,1568313172267,12/09/2019 18:32:52,1568313172137,-4,12/09/2019 14:32:52,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,194,93,3,Screen 1,fixation,fixation,999.960000000021,,,0,1,0,,,,,1,LD-S,SS011_AMB_literacy.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
286,1568313173158,12/09/2019 18:32:53,1568313173031,-4,12/09/2019 14:32:53,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,57,94,1,Fixation,Zone1,content_audio,885.9450002200902,,,0,1,0,,,,,1,LD-S,FW055_tutorial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
287,1568313173268,12/09/2019 18:32:53,1568313173136,-4,12/09/2019 14:32:53,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,57,94,2,LD screen,Zone3,response_keyboard_single,100.7099999114871,yes,1,1,0,0,,,,,1,LD-S,FW055_tutorial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
288,1568313174258,12/09/2019 18:32:54,1568313174120,-4,12/09/2019 14:32:54,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,57,94,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,FW055_tutorial.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
289,1568313174914,12/09/2019 18:32:54,1568313174771,-4,12/09/2019 14:32:54,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,167,95,1,Fixation,Zone1,content_audio,643.3000001125038,,,0,1,0,,,,,1,LD-S,SH004_CLR_brushing.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
290,1568313175117,12/09/2019 18:32:55,1568313174976,-4,12/09/2019 14:32:54,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,167,95,2,LD screen,Zone3,response_keyboard_single,200.4149998538196,yes,1,1,0,0,,,,,1,LD-S,SH004_CLR_brushing.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
291,1568313176101,12/09/2019 18:32:56,1568313175970,-4,12/09/2019 14:32:55,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,167,95,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,SH004_CLR_brushing.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
292,1568313177086,12/09/2019 18:32:57,1568313176952,-4,12/09/2019 14:32:56,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,161,96,1,Fixation,Zone1,content_audio,973.0650000274181,,,0,1,0,,,,,1,LD-S,NW098_wonimtic.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
293,1568313177289,12/09/2019 18:32:57,1568313177150,-4,12/09/2019 14:32:57,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,161,96,2,LD screen,Zone1,response_keyboard_single,196.20499992743134,no,1,1,0,0,,,,,1,LD-S,NW098_wonimtic.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
294,1568313178273,12/09/2019 18:32:58,1568313178135,-4,12/09/2019 14:32:58,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,161,96,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,NW098_wonimtic.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
295,1568313178965,12/09/2019 18:32:58,1568313178830,-4,12/09/2019 14:32:58,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,7,97,1,Fixation,Zone1,content_audio,685.9850003384054,,,0,1,0,,,,,1,LD-S,FW005_bakery.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
296,1568313179200,12/09/2019 18:32:59,1568313179063,-4,12/09/2019 14:32:59,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,7,97,2,LD screen,Zone3,response_keyboard_single,228.0350001528859,yes,1,1,0,0,,,,,1,LD-S,FW005_bakery.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
297,1568313180186,12/09/2019 18:33:00,1568313180051,-4,12/09/2019 14:33:00,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,7,97,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,FW005_bakery.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
298,1568313181029,12/09/2019 18:33:01,1568313180889,-4,12/09/2019 14:33:00,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,19,98,1,Fixation,Zone1,content_audio,829.8249999061227,,,0,1,0,,,,,1,LD-S,FW017_gardenia.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
299,1568313181185,12/09/2019 18:33:01,1568313181022,-4,12/09/2019 14:33:01,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,19,98,2,LD screen,Zone3,response_keyboard_single,128.46999987959862,yes,1,1,0,0,,,,,1,LD-S,FW017_gardenia.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
300,1568313182154,12/09/2019 18:33:02,1568313182018,-4,12/09/2019 14:33:02,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,19,98,3,Screen 1,fixation,fixation,999.960000000021,,,0,1,0,,,,,1,LD-S,FW017_gardenia.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
301,1568313182888,12/09/2019 18:33:02,1568313182749,-4,12/09/2019 14:33:02,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,79,99,1,Fixation,Zone1,content_audio,722.3600000143051,,,0,1,0,,,,,1,LD-S,NW017_bimobel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
302,1568313183358,12/09/2019 18:33:03,1568313183223,-4,12/09/2019 14:33:03,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,79,99,2,LD screen,Zone3,response_keyboard_single,469.0849999897182,yes,1,0,1,0,,,,,1,LD-S,NW017_bimobel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
303,1568313184357,12/09/2019 18:33:04,1568313184218,-4,12/09/2019 14:33:04,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,79,99,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,NW017_bimobel.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
304,1568313187051,12/09/2019 18:33:07,1568313186907,-4,12/09/2019 14:33:06,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,102,1,1,Break,advancementZone,continue_button,2680.8450003154576,,,0,1,0,,,,,,Break,,sign.jpg,sun.gif,X.png,Check.png,,no,yes,,sign,shine,
305,1568313187847,12/09/2019 18:33:07,1568313187709,-4,12/09/2019 14:33:07,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,63,100,1,Fixation,Zone1,content_audio,793.8349996693432,,,0,1,0,,,,,1,LD-S,NW001_acominig.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
306,1568313188738,12/09/2019 18:33:08,1568313188598,-4,12/09/2019 14:33:08,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,63,100,2,LD screen,Zone1,response_keyboard_single,884.8350001499057,no,1,1,0,0,,,,,1,LD-S,NW001_acominig.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
307,1568313189723,12/09/2019 18:33:09,1568313189585,-4,12/09/2019 14:33:09,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,63,100,3,Screen 1,fixation,fixation,999.960000000021,,,0,1,0,,,,,1,LD-S,NW001_acominig.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
308,1568313190645,12/09/2019 18:33:10,1568313190509,-4,12/09/2019 14:33:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,16,101,1,Fixation,Zone1,content_audio,915.1999996975064,,,0,1,0,,,,,1,LD-S,FW014_domineering.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
309,1568313190957,12/09/2019 18:33:10,1568313190814,-4,12/09/2019 14:33:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,16,101,2,LD screen,Zone3,response_keyboard_single,300.4000000655651,yes,1,1,0,0,,,,,1,LD-S,FW014_domineering.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
310,1568313192019,12/09/2019 18:33:12,1568313191801,-4,12/09/2019 14:33:11,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,16,101,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,FW014_domineering.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
311,1568313192706,12/09/2019 18:33:12,1568313192569,-4,12/09/2019 14:33:12,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,136,102,1,Fixation,Zone1,content_audio,760.1550002582371,,,0,1,0,,,,,1,LD-S,NW073_nomeray.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
312,1568313192988,12/09/2019 18:33:12,1568313192854,-4,12/09/2019 14:33:12,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,136,102,2,LD screen,Zone1,response_keyboard_single,280.8300000615418,no,1,1,0,0,,,,,1,LD-S,NW073_nomeray.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
313,1568313193987,12/09/2019 18:33:13,1568313193851,-4,12/09/2019 14:33:13,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,136,102,3,Screen 1,fixation,fixation,999.9599999999919,,,0,1,0,,,,,1,LD-S,NW073_nomeray.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,no,sign,shine,
314,1568313194784,12/09/2019 18:33:14,1568313194649,-4,12/09/2019 14:33:14,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,22,103,1,Fixation,Zone1,content_audio,789.9449998512864,,,0,1,0,,,,,1,LD-S,FW020_hamburger.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
315,1568313194959,12/09/2019 18:33:14,1568313194831,-4,12/09/2019 14:33:14,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,22,103,2,LD screen,Zone3,response_keyboard_single,176.4350002631545,yes,1,1,0,0,,,,,1,LD-S,FW020_hamburger.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
316,1568313195961,12/09/2019 18:33:15,1568313195818,-4,12/09/2019 14:33:15,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,22,103,3,Screen 1,fixation,fixation,999.960000000021,,,0,1,0,,,,,1,LD-S,FW020_hamburger.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
317,1568313196774,12/09/2019 18:33:16,1568313196629,-4,12/09/2019 14:33:16,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,5,104,1,Fixation,Zone1,content_audio,801.814999897033,,,0,1,0,,,,,1,LD-S,FW003_annoying.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
318,1568313196913,12/09/2019 18:33:16,1568313196782,-4,12/09/2019 14:33:16,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,5,104,2,LD screen,Zone3,response_keyboard_single,148.10999995097518,yes,1,1,0,0,,,,,1,LD-S,FW003_annoying.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,yes,sign,shine,
