Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-brqh,checkpoint-xp91,checkpoint-i6ra,checkpoint-zs2s,checkpoint-a47v,checkpoint-1q1l,checkpoint-ulk4,checkpoint-84fo,checkpoint-satt,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,fname,PCimageLeft,PCimageRight,LDimageLeft,LDimageRight,ShowProgressBar,LDbuttonLeft,LDbuttonRight,CorrectAnswer,PCbuttonLeft,PCbuttonRight,
1465,1568314083249,12/09/2019 18:48:03,1568314083038,-4,12/09/2019 14:48:03,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,502,26,1,Fixation,Zone1,content_audio,946.8000000342727,,,0,1,0,,,,,4,PC-SH,TW004_50SS_50SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1466,1568314083906,12/09/2019 18:48:03,1568314083691,-4,12/09/2019 14:48:03,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,502,26,2,PC Screen,ResponseLeft,response_keyboard_single,648.2350002042949,sign,1,0,1,0,,,,,4,PC-SH,TW004_50SS_50SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1467,1568314084893,12/09/2019 18:48:04,1568314084682,-4,12/09/2019 14:48:04,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,502,26,3,Screen 1,fixation,fixation,999.9600000001956,,,0,1,0,,,,,4,PC-SH,TW004_50SS_50SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1468,1568314085846,12/09/2019 18:48:05,1568314085639,-4,12/09/2019 14:48:05,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,472,27,1,Fixation,Zone1,content_audio,947.6299998350441,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1469,1568314085955,12/09/2019 18:48:05,1568314085700,-4,12/09/2019 14:48:05,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,472,27,2,PC Screen,ResponseRight,response_keyboard_single,56.41499999910593,shine,1,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1470,1568314086909,12/09/2019 18:48:06,1568314086699,-4,12/09/2019 14:48:06,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,472,27,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1471,1568314087879,12/09/2019 18:48:07,1568314087659,-4,12/09/2019 14:48:07,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,492,28,1,Fixation,Zone1,content_audio,950.1649998128414,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1472,1568314089082,12/09/2019 18:48:09,1568314088867,-4,12/09/2019 14:48:08,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,492,28,2,PC Screen,ResponseRight,response_keyboard_single,1203.5949998535216,shine,1,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1473,1568314090082,12/09/2019 18:48:10,1568314089865,-4,12/09/2019 14:48:09,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,492,28,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1474,1568314091035,12/09/2019 18:48:11,1568314090818,-4,12/09/2019 14:48:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,483,29,1,Fixation,Zone1,content_audio,944.4599999114871,,,0,1,0,,,,,4,PC-SH,TW006_70SS_30SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1475,1568314091144,12/09/2019 18:48:11,1568314090915,-4,12/09/2019 14:48:10,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,483,29,2,PC Screen,ResponseLeft,response_keyboard_single,91.78499970585108,sign,1,0,1,0,,,,,4,PC-SH,TW006_70SS_30SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1476,1568314092114,12/09/2019 18:48:12,1568314091900,-4,12/09/2019 14:48:11,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,483,29,3,Screen 1,fixation,fixation,999.9600000001956,,,0,1,0,,,,,4,PC-SH,TW006_70SS_30SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1477,1568314093067,12/09/2019 18:48:13,1568314092859,-4,12/09/2019 14:48:12,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,498,30,1,Fixation,Zone1,content_audio,950.5099998787045,,,0,1,0,,,,,4,PC-SH,TW007_80SS_20SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1478,1568314093271,12/09/2019 18:48:13,1568314093067,-4,12/09/2019 14:48:13,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,498,30,2,PC Screen,ResponseLeft,response_keyboard_single,203.56000028550625,sign,1,0,1,0,,,,,4,PC-SH,TW007_80SS_20SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1479,1568314094301,12/09/2019 18:48:14,1568314094066,-4,12/09/2019 14:48:14,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,498,30,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW007_80SS_20SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1480,1568314095223,12/09/2019 18:48:15,1568314095019,-4,12/09/2019 14:48:15,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,478,31,1,Fixation,Zone1,content_audio,944.5150000974536,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1481,1568314095364,12/09/2019 18:48:15,1568314095155,-4,12/09/2019 14:48:15,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,478,31,2,PC Screen,ResponseRight,response_keyboard_single,131.47999998182058,shine,1,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1482,1568314096364,12/09/2019 18:48:16,1568314096149,-4,12/09/2019 14:48:16,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,478,31,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1483,1568314097302,12/09/2019 18:48:17,1568314097088,-4,12/09/2019 14:48:17,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,515,32,1,Fixation,Zone1,content_audio,929.8449996858835,,,0,1,0,,,,,4,PC-SH,TW003_40SS_60SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1484,1568314099098,12/09/2019 18:48:19,1568314098884,-4,12/09/2019 14:48:18,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,515,32,2,PC Screen,ResponseRight,response_keyboard_single,1790.8899998292327,shine,1,0,1,0,,,,,4,PC-SH,TW003_40SS_60SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1485,1568314100098,12/09/2019 18:48:20,1568314099882,-4,12/09/2019 14:48:19,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,515,32,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW003_40SS_60SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1486,1568314101068,12/09/2019 18:48:21,1568314100848,-4,12/09/2019 14:48:20,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,509,33,1,Fixation,Zone1,content_audio,956.7899997346103,,,0,1,0,,,,,4,PC-SH,TW004_50SS_50SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1487,1568314101176,12/09/2019 18:48:21,1568314100923,-4,12/09/2019 14:48:20,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,509,33,2,PC Screen,ResponseLeft,response_keyboard_single,70.35499997437,sign,1,0,1,0,,,,,4,PC-SH,TW004_50SS_50SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1488,1568314102134,12/09/2019 18:48:22,1568314101916,-4,12/09/2019 14:48:21,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,509,33,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW004_50SS_50SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1489,1568314103075,12/09/2019 18:48:23,1568314102868,-4,12/09/2019 14:48:22,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,479,34,1,Fixation,Zone1,content_audio,943.5299998149276,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1490,1568314103516,12/09/2019 18:48:23,1568314103307,-4,12/09/2019 14:48:23,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,479,34,2,PC Screen,ResponseRight,response_keyboard_single,434.0849998407066,shine,1,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1491,1568314104516,12/09/2019 18:48:24,1568314104299,-4,12/09/2019 14:48:24,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,479,34,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1492,1568314105453,12/09/2019 18:48:25,1568314105248,-4,12/09/2019 14:48:25,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,485,35,1,Fixation,Zone1,content_audio,941.0900003276765,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1493,1568314105624,12/09/2019 18:48:25,1568314105419,-4,12/09/2019 14:48:25,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,485,35,2,PC Screen,ResponseRight,response_keyboard_single,165.90499971061945,shine,1,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1494,1568314106627,12/09/2019 18:48:26,1568314106415,-4,12/09/2019 14:48:26,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,485,35,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1495,1568314107584,12/09/2019 18:48:27,1568314107368,-4,12/09/2019 14:48:27,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,471,36,1,Fixation,Zone1,content_audio,944.9399998411536,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1496,1568314107818,12/09/2019 18:48:27,1568314107595,-4,12/09/2019 14:48:27,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,471,36,2,PC Screen,ResponseRight,response_keyboard_single,221.50500025600195,shine,1,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1497,1568314108788,12/09/2019 18:48:28,1568314108582,-4,12/09/2019 14:48:28,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,471,36,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW001_20SS_80SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1498,1568314109757,12/09/2019 18:48:29,1568314109548,-4,12/09/2019 14:48:29,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,507,37,1,Fixation,Zone1,content_audio,957.7000001445413,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1499,1568314110007,12/09/2019 18:48:30,1568314109795,-4,12/09/2019 14:48:29,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,507,37,2,PC Screen,ResponseLeft,response_keyboard_single,241.85999995097518,sign,1,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1500,1568314111000,12/09/2019 18:48:31,1568314110781,-4,12/09/2019 14:48:30,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,507,37,3,Screen 1,fixation,fixation,999.9600000001956,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1501,1568314111952,12/09/2019 18:48:31,1568314111748,-4,12/09/2019 14:48:31,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,493,38,1,Fixation,Zone1,content_audio,958.6649998091161,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1502,1568314112187,12/09/2019 18:48:32,1568314111979,-4,12/09/2019 14:48:31,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,493,38,2,PC Screen,ResponseRight,response_keyboard_single,225.80499993637204,shine,1,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1503,1568314113173,12/09/2019 18:48:33,1568314112965,-4,12/09/2019 14:48:32,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,493,38,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW002_30SS_70SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1504,1568314114126,12/09/2019 18:48:34,1568314113908,-4,12/09/2019 14:48:33,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,518,39,1,Fixation,Zone1,content_audio,934.6900000236928,,,0,1,0,,,,,4,PC-SH,TW006_70SS_30SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1505,1568314114237,12/09/2019 18:48:34,1568314113995,-4,12/09/2019 14:48:33,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,518,39,2,PC Screen,ResponseLeft,response_keyboard_single,81.58500026911497,sign,1,0,1,0,,,,,4,PC-SH,TW006_70SS_30SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
1506,1568314115194,12/09/2019 18:48:35,1568314114981,-4,12/09/2019 14:48:34,9466,11,task-2b3t,,3061906,BLIND,846765,,complete,,5d7a8e28f165fb00157cc77c,computer,Desktop or Laptop,Windows 7,Chrome 76.0.3809.132,1920x1080,1920x937,Finished Session 1,Block LGPL task - Counterbalanced via spreadsheet,24,Yes,Pass,Pass,,,S_SH_4,,,,Finished Session 1,,,,,S_SH_4,518,39,3,Screen 1,fixation,fixation,999.9599999999627,,,0,1,0,,,,,4,PC-SH,TW006_70SS_30SH-001.mp3,sign.jpg,sun.gif,X.png,Check.png,1,no,yes,,sign,shine,
